company,client,method,from,to,sample_size,con,lab,ld,ukip,grn,snp,pdf
YouGov,Sun,,,2015-04-10,,0.33,0.35,0.08,0.13,0.05,,
YouGov,Sunday Times,,,2015-04-11,,0.34,0.34,0.07,0.13,0.06,,
ICM,Guardian,,,2015-04-12,,0.39,0.33,0.08,0.07,0.07,,
Ashcroft,,,,2015-04-12,,0.33,0.33,0.09,0.13,0.06,,
Populus,FT,,,2015-04-12,,0.33,0.33,0.08,0.15,0.05,,
YouGov,Sun,,,2015-04-12,,0.33,0.36,0.07,0.13,0.05,,
Kantar TNS,,,,2015-04-13,,0.34,0.32,0.09,0.14,0.05,,
YouGov,Sun,,,2015-04-13,,0.33,0.34,0.08,0.13,0.06,,
YouGov,Sun,,,2015-04-14,,0.33,0.35,0.08,0.13,0.05,,
Ipsos MORI,Evening Standard,,,2015-04-15,,0.33,0.35,0.07,0.1,0.08,,
YouGov,Sun,,,2015-04-15,,0.34,0.35,0.08,0.13,0.05,,
Populus,FT,,,2015-04-16,,0.33,0.34,0.09,0.14,0.04,,
YouGov,Sun,,,2015-04-16,,0.34,0.34,0.07,0.14,0.05,,
Panelbase,,,,2015-04-16,,0.33,0.34,0.08,0.16,0.04,,
Opinium,Observer,,,2015-04-17,,0.36,0.32,0.08,0.13,0.05,,
YouGov,Sun,,,2015-04-17,,0.34,0.34,0.09,0.14,0.05,,
Survation,Mirror,,,2015-04-17,,0.34,0.33,0.07,0.17,0.03,,
YouGov,Sunday Times,,,2015-04-18,,0.33,0.36,0.08,0.13,0.05,,
ICM,Guardian,,,2015-04-19,,0.34,0.32,0.1,0.11,0.05,,
Ashcroft,,,,2015-04-19,,0.34,0.3,0.1,0.13,0.04,,
Populus,FT,,,2015-04-19,,0.32,0.34,0.09,0.15,0.04,,
YouGov,Sun,,,2015-04-19,,0.34,0.35,0.08,0.13,0.05,,
Kantar TNS,,,,2015-04-20,,0.32,0.34,0.08,0.15,0.05,,
YouGov,Sun,,,2015-04-20,,0.34,0.35,0.07,0.13,0.05,,
YouGov,Sun,,,2015-04-21,,0.35,0.34,0.07,0.13,0.05,,
ComRes,Daily Mail/ITV News,,,2015-04-22,,0.36,0.32,0.08,0.1,0.05,,
YouGov,Sun,,,2015-04-22,,0.33,0.34,0.07,0.14,0.05,,
Populus,FT,,,2015-04-23,,0.32,0.35,0.08,0.14,0.05,,
YouGov,Sun,,,2015-04-23,,0.33,0.35,0.08,0.13,0.05,,
Survation,Mirror,,,2015-04-23,,0.33,0.29,0.1,0.18,0.04,,
Panelbase,,,,2015-04-23,,0.31,0.34,0.07,0.17,0.04,,
Opinium,Observer,,,2015-04-24,,0.34,0.33,0.09,0.13,0.06,,
YouGov,Sun,,,2015-04-24,,0.33,0.35,0.08,0.13,0.06,,
Survation,Mail on Sunday,,,2015-04-25,,0.33,0.3,0.09,0.18,0.04,,
YouGov,Sunday Times,,,2015-04-25,,0.32,0.34,0.09,0.14,0.06,,
ICM,Guardian,,,2015-04-26,,0.35,0.32,0.09,0.13,0.05,,
Ashcroft,,,,2015-04-26,,0.36,0.3,0.09,0.11,0.07,,
Populus,FT,,,2015-04-26,,0.33,0.36,0.08,0.14,0.05,,
YouGov,Sun,,,2015-04-26,,0.33,0.34,0.08,0.14,0.05,,
BMG,May-15,,,2015-04-27,,0.35,0.32,0.11,0.14,0.03,,
Kantar TNS,,,,2015-04-27,,0.34,0.33,0.07,0.15,0.05,,
YouGov,Sun,,,2015-04-27,,0.35,0.34,0.09,0.12,0.05,,
ComRes,Daily Mail/ITV News,,,2015-04-28,,0.35,0.35,0.07,0.11,0.06,,
YouGov,Sun,,,2015-04-28,,0.34,0.35,0.09,0.12,0.04,,
Ipsos MORI,Evening Standard,,,2015-04-29,,0.35,0.3,0.08,0.1,0.08,,
YouGov,Sun,,,2015-04-29,,0.35,0.34,0.09,0.12,0.04,,
YouGov,Sun on Sunday,,,2015-04-30,,0.34,0.35,0.09,0.12,0.05,,
Opinium,Observer,,,2015-04-30,,0.35,0.34,0.08,0.13,0.05,,
Populus,FT,,,2015-04-30,,0.33,0.33,0.09,0.15,0.04,,
YouGov,Sun,,,2015-04-30,,0.34,0.35,0.08,0.12,0.05,,
Panelbase,,,,2015-04-30,,0.32,0.34,0.08,0.17,0.04,,
ComRes,Ind on Sun/Sun Mirror,,,2015-05-01,,0.33,0.33,0.08,0.13,0.07,,
YouGov,Sun,,,2015-05-01,,0.33,0.34,0.08,0.14,0.05,,
Survation,Mirror,,,2015-05-01,,0.33,0.34,0.09,0.16,0.03,,
YouGov,Sunday Times,,,2015-05-02,,0.34,0.33,0.08,0.13,0.05,,
Survation,Mail on Sunday,,,2015-05-02,,0.31,0.34,0.08,0.17,0.04,,
YouGov,Sun,,,2015-05-03,,0.34,0.33,0.09,0.12,0.05,,
Kantar TNS,,,,2015-05-04,,0.33,0.32,0.08,0.14,0.06,,
Ashcroft,,,,2015-05-04,,0.32,0.3,0.11,0.12,0.07,,
Populus,FT,,,2015-05-04,,0.34,0.34,0.1,0.13,0.05,,
YouGov,Sun,,,2015-05-04,,0.33,0.33,0.1,0.12,0.05,,
BMG,May-15,,,2015-05-05,,0.34,0.34,0.1,0.12,0.04,,
YouGov,Sun,,,2015-05-05,,0.34,0.34,0.09,0.12,0.05,,
ComRes,Daily Mail/ITV News,,,2015-05-05,,0.35,0.32,0.09,0.14,0.04,,
Survation,Mirror,,,2015-05-05,,0.33,0.34,0.09,0.16,0.04,,
ICM,Guardian,,,2015-05-06,,0.34,0.35,0.09,0.11,0.04,,
Ipsos MORI,Evening Standard,,,2015-05-06,,0.36,0.35,0.08,0.11,0.05,,
Ashcroft,,,,2015-05-06,,0.33,0.33,0.1,0.11,0.06,,
Survation,Mirror,,,2015-05-06,,0.33,0.33,0.09,0.16,0.04,,
ComRes,Daily Mail/ITV News,,,2015-05-06,,0.35,0.34,0.09,0.12,0.04,,
YouGov,Sun,,,2015-05-06,,0.34,0.34,0.1,0.12,0.04,,
Panelbase,,,,2015-05-06,,0.31,0.33,0.08,0.16,0.05,,
Opinium,,,,2015-05-06,,0.35,0.34,0.08,0.12,0.06,,
Survation,Mail on Sunday,,2015-05-08,2015-05-09,1027.0,0.4,0.31,0.06,0.12,0.03,0.05,
YouGov,Sun,,2015-05-25,2015-05-26,1709.0,0.41,0.3,0.07,0.13,0.04,0.04,
ComRes,Daily Mail,,2015-05-29,2015-05-31,1000.0,0.41,0.29,0.08,0.1,0.05,0.05,
ICM,Guardian,,2015-06-12,2015-06-14,1004.0,0.37,0.31,0.08,0.13,0.05,0.05,
Ipsos MORI,Evening Standard,,2015-06-14,2015-06-16,1005.0,0.39,0.3,0.09,0.08,0.06,0.05,
ComRes,Daily Mail,,2015-06-26,2015-06-28,1002.0,0.39,0.27,0.09,0.11,0.06,0.05,
ICM,Guardian,,2015-07-10,2015-07-12,1005.0,0.38,0.34,0.06,0.13,0.04,0.04,
Ipsos MORI,Evening Standard,,2015-07-18,2015-07-20,1026.0,0.37,0.31,0.1,0.09,0.08,0.05,
ComRes,Daily Mail,,2015-07-24,2015-07-26,1001.0,0.4,0.28,0.07,0.1,0.05,0.05,
ICM,Guardian,,2015-08-07,2015-08-09,1000.0,0.4,0.31,0.07,0.1,0.04,0.05,
Survation,TSSA,,2015-08-12,2015-08-13,1007.0,0.38,0.33,0.06,0.15,0.03,0.05,
ComRes,Ind on Sun/Sun Mirror,,2015-08-12,2015-08-13,2035.0,0.4,0.29,0.08,0.13,0.04,0.05,
ComRes,Daily Mail,,2015-08-21,2015-08-23,1001.0,0.42,0.28,0.08,0.09,0.06,0.05,
Survation,Daily Mail,,2015-09-03,2015-09-04,1004.0,0.38,0.32,0.06,0.13,0.04,0.05,
ICM,Guardian,,2015-09-11,2015-09-13,1006.0,0.38,0.32,0.08,0.13,0.03,0.05,
ComRes,Ind on Sun/Sun Mirror,,2015-09-16,2015-09-17,2015.0,0.42,0.3,0.07,0.13,0.03,0.05,
Opinium,,,2015-09-15,2015-09-18,1942.0,0.37,0.32,0.06,0.14,0.04,0.05,
YouGov,Sunday Times,,2015-09-17,2015-09-18,1601.0,0.39,0.31,0.06,0.16,0.03,0.05,
Survation,Huffington Post,,2015-09-21,2015-09-22,1008.0,0.37,0.32,0.09,0.13,0.03,0.05,
Ipsos MORI,Evening Standard,,2015-09-19,2015-09-22,1255.0,0.39,0.35,0.08,0.07,0.04,0.05,
ComRes,Daily Mail,,2015-09-26,2015-09-28,1009.0,0.39,0.3,0.09,0.12,0.04,0.04,
YouGov,Sun,,2015-09-29,2015-09-30,2064.0,0.37,0.31,0.07,0.17,0.02,0.05,
ICM,Guardian,,2015-10-09,2015-10-11,1002.0,0.38,0.34,0.07,0.11,0.03,0.05,
Opinium,,,2015-10-13,2015-10-16,1934.0,0.37,0.32,0.05,0.15,0.04,0.06,
ComRes,Ind on Sun/Sun Mirror,,2015-10-15,2015-10-16,2051.0,0.42,0.29,0.07,0.13,0.03,0.05,
Ipsos MORI,Evening Standard,,2015-10-17,2015-10-19,1021.0,0.36,0.32,0.1,0.12,0.03,0.05,
ComRes,Daily Mail,,2015-10-23,2015-10-25,1002.0,0.38,0.33,0.08,0.1,0.03,0.03,
BMG,,,2015-10-22,2015-10-27,1467.0,0.37,0.31,0.06,0.15,0.05,0.04,
Survation,Leave.EU,,2015-11-09,2015-11-11,2007.0,0.36,0.3,0.07,0.15,0.03,0.05,
ICM,Guardian,,2015-11-13,2015-11-15,1006.0,0.39,0.33,0.07,0.12,0.03,0.05,
Survation Online,Leave.EU,,2015-11-16,2015-11-17,1546.0,0.37,0.3,0.06,0.16,0.03,0.05,
Ipsos MORI,Evening Standard,,2015-11-14,2015-11-17,1021.0,0.41,0.34,0.07,0.07,0.04,0.06,
BMG,,,2015-11-11,2015-11-17,1334.0,0.37,0.3,0.08,0.15,0.04,0.04,
ComRes,Ind on Sun/Sun Mirror,,2015-11-18,2015-11-20,2067.0,0.42,0.27,0.07,0.15,0.03,0.05,
ComRes,Daily Mail,,2015-11-20,2015-11-22,1000.0,0.4,0.29,0.08,0.11,0.03,0.04,
YouGov,,,2015-11-20,2015-11-24,4317.0,0.38,0.29,0.06,0.17,0.03,0.05,
YouGov,Times,,2015-11-30,2015-12-01,1657.0,0.41,0.3,0.06,0.16,0.03,0.04,
ComRes,Ind on Sun/Sun Mirror,,2015-12-09,2015-12-11,2049.0,0.4,0.29,0.07,0.16,0.03,0.04,
ComRes,Daily Mail,,2015-12-11,2015-12-13,1001.0,0.37,0.33,0.07,0.11,0.05,0.04,
Ipsos MORI,Evening Standard,,2015-12-12,2015-12-14,1040.0,0.38,0.31,0.09,0.09,0.06,0.05,
YouGov,Times,,2015-12-17,2015-12-18,1598.0,0.39,0.29,0.06,0.17,0.03,0.05,
Opinium Online,Observer,,2015-12-15,2015-12-18,1936.0,0.38,0.3,0.05,0.16,0.05,0.06,
ICM,Guardian,,2015-12-18,2015-12-20,1003.0,0.39,0.34,0.07,0.1,0.03,0.04,
Panelbase,Sunday Times Scot,,2016-01-08,2016-01-14,2087.0,0.39,0.31,0.06,0.14,0.05,0.05,
ComRes,Ind on Sun/Sun Mirror,,2016-01-13,2016-01-15,2004.0,0.4,0.29,0.07,0.16,0.03,0.04,
Survation Online,Mail on Sunday,,2016-01-15,2016-01-16,1017.0,0.37,0.3,0.07,0.16,0.03,0.05,
ICM,Guardian,,2016-01-15,2016-01-17,1001.0,0.4,0.35,0.06,0.1,0.03,0.04,
Ipsos MORI,Evening Standard,,2016-01-22,2016-01-24,1027.0,0.4,0.31,0.07,0.11,0.04,0.05,
ComRes,Daily Mail,,2016-01-23,2016-01-25,1006.0,0.37,0.32,0.06,0.12,0.04,0.04,
YouGov,,,2016-01-27,2016-01-28,1735.0,0.39,0.3,0.06,0.17,0.03,0.04,
YouGov,Times,,2016-02-03,2016-02-04,1675.0,0.39,0.29,0.06,0.18,0.03,0.04,
ComRes Online,Ind on Sun/Sun Mirror,,2016-02-10,2016-02-12,2018.0,0.41,0.27,0.09,0.15,0.03,0.05,
ICM Phone,Guardian,,2016-02-12,2016-02-14,1004.0,0.39,0.32,0.07,0.11,0.04,0.04,
Ipsos MORI Phone,,,2016-02-13,2016-02-16,1001.0,0.39,0.33,0.06,0.12,0.03,0.06,
ComRes Phone,Daily Mail,,2016-02-19,2016-02-22,1000.0,0.38,0.31,0.06,0.12,0.03,0.04,
BMG Online,Electoral Reform Society,,2016-02-17,2016-02-23,1268.0,0.38,0.3,0.05,0.16,0.05,0.05,
YouGov Online,Times,,2016-02-21,2016-02-23,3482.0,0.37,0.3,0.06,0.16,0.03,0.06,
ComRes Online,Ind on Sun/Sun Mirror,,2016-03-09,2016-03-10,2059.0,0.38,0.29,0.07,0.16,0.04,0.04,
ICM Phone,Guardian,,2016-03-11,2016-03-13,1001.0,0.36,0.36,0.08,0.11,0.03,0.03,
YouGov Online,Times,,2016-03-16,2016-03-17,1691.0,0.33,0.34,0.06,0.16,0.03,0.06,
ComRes Phone,Daily Mail,,2016-03-18,2016-03-20,1002.0,0.37,0.35,0.07,0.09,0.04,0.05,
Ipsos MORI Phone,Evening Standard,,2016-03-19,2016-03-22,1023.0,0.36,0.34,0.1,0.11,0.03,0.05,
BMG Online,,,2016-03-24,2016-03-29,1298.0,0.36,0.31,0.07,0.16,0.05,0.05,
Opinium Online,Observer,,2016-03-29,2016-04-01,1966.0,0.33,0.32,0.05,0.17,0.04,0.06,
YouGov Online,Times,,2016-04-11,2016-04-12,1639.0,0.31,0.34,0.08,0.17,0.03,0.07,
ComRes Online,Ind on Sun/Sun Mirror,,2016-04-13,2016-04-14,2036.0,0.35,0.3,0.08,0.16,0.04,0.05,
ICM Phone,Guardian,,2016-04-15,2016-04-17,1003.0,0.38,0.33,0.07,0.13,0.03,0.05,
ICM Online,Guardian,,2016-04-15,2016-04-17,2008.0,0.36,0.31,0.07,0.16,0.04,0.04,
Ipsos MORI Phone,Evening Standard,,2016-04-16,2016-04-18,1026.0,0.38,0.35,0.07,0.11,0.03,0.06,
BMG Online,,,2016-04-22,2016-04-26,1375.0,0.33,0.32,0.06,0.18,0.04,0.05,
YouGov Online,Times,,2016-04-25,2016-04-26,1650.0,0.3,0.33,0.06,0.2,0.03,0.08,
Opinium Online,Observer,,2016-04-26,2016-04-29,2005.0,0.38,0.3,0.05,0.15,0.05,0.05,
ComRes Online,Ind on Sun/Sun Mirror,,2016-05-11,2016-05-12,2043.0,0.36,0.3,0.08,0.17,0.04,0.05,
ICM Online,Guardian,,2016-05-13,2016-05-15,2048.0,0.34,0.32,0.07,0.17,0.04,0.05,
ICM Phone,Guardian,,2016-05-13,2016-05-15,1002.0,0.36,0.34,0.07,0.13,0.04,0.04,
Ipsos MORI Phone,Evening Standard,,2016-05-14,2016-05-16,1002.0,0.36,0.34,0.08,0.1,0.05,0.05,
Opinium Online,Observer,,2016-05-17,2016-05-19,2008.0,0.35,0.3,0.05,0.18,0.05,0.06,
BMG Online,,,,2016-05-20,,0.31,0.32,0.08,0.17,0.06,,
ICM Online,Guardian,,2016-05-27,2016-05-29,2052.0,0.36,0.31,0.07,0.17,0.04,0.04,
ICM Phone,Guardian,,2016-05-27,2016-05-29,1004.0,0.36,0.32,0.07,0.15,0.03,0.04,
Opinium Online,Observer,,2016-05-31,2016-06-03,2007.0,0.34,0.3,0.06,0.18,0.04,0.06,
Opinium Online,Observer,,2016-06-07,2016-06-10,2009.0,0.35,0.32,0.04,0.18,0.04,0.05,
Kantar TNS Online,,,,2016-06-13,,0.37,0.3,0.05,0.15,0.04,,
ICM Online,Guardian,,2016-06-10,2016-06-13,2001.0,0.34,0.3,0.08,0.19,0.04,0.04,
ICM Phone,Guardian,,2016-06-10,2016-06-13,1000.0,0.34,0.33,0.09,0.14,0.05,0.04,
Ipsos MORI Phone,Evening Standard,,2016-06-11,2016-06-14,1257.0,0.35,0.34,0.09,0.1,0.04,0.05,
ComRes Online,Ind on Sun/Sun People,,2016-06-15,2016-06-16,2046.0,0.34,0.29,0.08,0.19,0.04,0.05,
Opinium Online,,,2016-06-14,2016-06-17,2006.0,0.34,0.3,0.06,0.18,0.04,0.06,
BMG Online,,,,2016-06-22,,0.32,0.3,0.07,0.2,0.06,,
Opinium Online,,,2016-06-20,2016-06-22,3011.0,0.34,0.3,0.06,0.19,0.04,0.06,
Survation Online,Mail on Sunday,,2016-06-24,2016-06-25,1033.0,0.32,0.32,0.09,0.16,0.04,0.04,
ICM Online,Guardian,,2016-06-24,2016-06-26,2001.0,0.36,0.32,0.07,0.15,0.05,0.05,
Opinium Online,,,2016-06-28,2016-06-30,2006.0,0.34,0.29,0.07,0.17,0.04,0.05,
ICM Online,Guardian,,2016-07-01,2016-07-03,1979.0,0.37,0.3,0.08,0.15,0.04,0.05,
Survation Phone,CRC,,2016-07-04,2016-07-05,1008.0,0.36,0.32,0.09,0.12,,0.06,
ICM Online,Guardian,,2016-07-08,2016-07-10,2025.0,0.38,0.3,0.08,0.15,0.04,0.05,
Ipsos MORI Phone,Evening Standard,,2016-07-09,2016-07-11,1021.0,0.36,0.35,0.11,0.08,0.04,0.05,
ICM Online,Sun on Sunday,,2016-07-13,2016-07-15,2027.0,0.39,0.29,0.09,0.14,0.04,0.04,
YouGov Online,,,2016-07-17,2016-07-18,1891.0,0.4,0.29,0.09,0.12,0.03,0.07,
BMG Online,,,,2016-07-19,,0.39,0.29,0.08,0.13,0.06,,
Opinium Online,Observer,,2016-07-19,2016-07-22,2231.0,0.37,0.31,0.06,0.15,0.04,0.06,
ICM Online,,,2016-07-22,2016-07-24,2012.0,0.43,0.27,0.08,0.13,0.04,0.04,
YouGov Online,Times,,2016-07-25,2016-07-26,1680.0,0.4,0.28,0.09,0.13,0.04,0.07,
YouGov Online,Times,,2016-08-01,2016-08-02,1722.0,0.42,0.28,0.08,0.12,0.03,0.06,
Kantar TNS Online,,,2016-08-05,2016-08-08,1199.0,0.39,0.26,0.1,0.11,0.07,0.04,
YouGov Online,Times,,2016-08-08,2016-08-09,1692.0,0.38,0.31,0.08,0.13,0.04,0.07,
Ipsos MORI Phone,Evening Standard,,2016-08-13,2016-08-15,1017.0,0.45,0.34,0.07,0.06,0.04,0.04,
ICM Online,,,2016-08-12,2016-08-15,2010.0,0.4,0.28,0.08,0.14,0.04,0.04,
YouGov Online,Times,,2016-08-16,2016-08-17,1677.0,0.38,0.3,0.09,0.13,0.04,0.07,
Lord Ashcroft Polls,,,2016-08-11,2016-08-22,8011.0,0.4,0.31,0.07,0.13,0.03,0.05,
YouGov Online,Times,,2016-08-22,2016-08-23,1660.0,0.4,0.29,0.08,0.13,0.03,0.06,
BMG Online,,,,2016-08-23,,0.39,0.29,0.08,0.14,0.05,,
ICM Online,Guardian,,2016-08-26,2016-08-28,2040.0,0.41,0.27,0.09,0.13,0.04,0.04,
YouGov Online,Times,,2016-08-30,2016-08-31,1687.0,0.38,0.3,0.07,0.14,0.04,0.06,
YouGov Online,Times,,2016-09-04,2016-09-05,1616.0,0.4,0.29,0.07,0.13,0.03,0.07,
ICM Online,Guardian,,2016-09-09,2016-09-11,2013.0,0.41,0.28,0.09,0.13,0.04,0.05,
YouGov Online,Times,,2016-09-13,2016-09-14,1732.0,0.38,0.31,0.07,0.13,0.04,0.06,
Ipsos MORI Phone,Evening Standard,,2016-09-10,2016-09-14,1000.0,0.4,0.34,0.06,0.09,0.05,0.04,
YouGov Online,Times,,2016-09-19,2016-09-21,3285.0,0.39,0.3,0.08,0.13,0.03,0.06,
ICM Online,Sun on Sunday,,2016-09-21,2016-09-23,2015.0,0.41,0.26,0.08,0.14,0.04,0.05,
BMG Online,,,2016-09-20,2016-09-23,2026.0,0.39,0.28,0.08,0.13,0.05,0.05,
YouGov Online,Times,,2016-09-28,2016-09-29,1658.0,0.39,0.3,0.08,0.13,0.03,0.06,
Opinium Online,Observer,,,2016-09-30,,0.38,0.31,0.05,0.16,0.04,,
ICM Online,Guardian,,2016-10-07,2016-10-09,2017.0,0.43,0.26,0.08,0.11,0.06,0.04,
YouGov Online,Times,,2016-10-11,2016-10-12,1669.0,0.42,0.28,0.09,0.11,0.03,0.06,
Ipsos MORI Phone,Evening Standard,,2016-10-14,2016-10-17,1016.0,0.47,0.29,0.07,0.06,0.04,0.06,
YouGov Online,Election Data,,2016-10-19,2016-10-20,1608.0,0.42,0.26,0.08,0.12,0.05,0.06,
Opinium Online,Observer,,,2016-10-21,,0.39,0.3,0.06,0.13,0.04,,
BMG Online,,,2016-10-19,2016-10-24,1546.0,0.42,0.28,0.08,0.12,0.04,0.05,
YouGov Online,Times,,2016-10-24,2016-10-25,1655.0,0.4,0.27,0.11,0.11,0.03,0.07,
ICM Online,Guardian,,2016-10-28,2016-10-30,2040.0,0.43,0.27,0.08,0.12,0.05,0.04,
YouGov Online,Times,,2016-10-31,2016-11-01,1608.0,0.41,0.27,0.1,0.11,0.04,0.06,
Opinium Online,Observer,,2016-11-01,2016-11-04,2001.0,0.4,0.32,0.06,0.13,0.04,0.06,
Ipsos MORI Phone,Evening Standard,,2016-11-11,2016-11-14,1013.0,0.42,0.33,0.1,0.07,0.03,0.05,
YouGov Online,Times,,2016-11-14,2016-11-15,1717.0,0.42,0.28,0.08,0.11,0.04,0.07,
Opinium Online,Observer,,2016-11-15,2016-11-18,2005.0,0.41,0.29,0.07,0.12,0.03,0.06,
ICM Online,Guardian,,2016-11-18,2016-11-20,2031.0,0.42,0.28,0.09,0.11,0.03,0.04,
YouGov Online,Times,,2016-11-21,2016-11-22,1693.0,0.41,0.28,0.09,0.12,0.04,0.06,
ICM Online,Guardian,,2016-11-25,2016-11-27,2009.0,0.44,0.28,0.07,0.12,0.04,0.04,
YouGov Online,Times,,2016-11-28,2016-11-29,1624.0,0.39,0.27,0.09,0.14,0.04,0.06,
YouGov Online,Times,,2016-12-04,2016-12-05,1667.0,0.42,0.25,0.11,0.12,0.04,0.06,
ICM Online,Guardian,,2016-12-09,2016-12-11,2049.0,0.41,0.27,0.09,0.14,0.03,0.04,
Ipsos MORI Phone,Evening Standard,,2016-12-09,2016-12-12,1003.0,0.4,0.29,0.14,0.09,0.03,0.04,
Opinium Online,Observer,,2016-12-13,2016-12-16,2000.0,0.38,0.31,0.06,0.13,0.04,0.06,
YouGov Online,Times,,2016-12-18,2016-12-19,1595.0,0.39,0.24,0.12,0.14,0.04,0.06,
YouGov Online,Times,,2017-01-03,2017-01-04,1740.0,0.39,0.26,0.1,0.14,0.04,0.06,
ICM Online,Guardian,,2017-01-06,2017-01-08,2000.0,0.42,0.28,0.09,0.12,0.04,0.04,
YouGov Online,Times,,2017-01-09,2017-01-10,1660.0,0.39,0.28,0.11,0.13,0.03,0.06,
Opinium Online,Observer,,2017-01-10,2017-01-12,2007.0,0.38,0.3,0.07,0.14,0.04,0.05,
Survation Online,Mail on Sunday,,2017-01-13,2017-01-13,1177.0,0.38,0.29,0.1,0.13,0.02,0.04,
Ipsos MORI Phone,Evening Standard,,2017-01-13,2017-01-16,1132.0,0.43,0.31,0.11,0.06,0.04,0.04,
YouGov Online,Times,,2017-01-17,2017-01-18,1654.0,0.42,0.25,0.11,0.12,0.03,0.06,
ICM Online,Guardian,,2017-01-20,2017-01-22,2052.0,0.42,0.26,0.1,0.13,0.05,0.04,
YouGov Online,Times,,2017-01-23,2017-01-24,1643.0,0.4,0.24,0.1,0.14,0.03,0.06,
YouGov Online,Times,,2017-01-30,2017-01-31,1705.0,0.4,0.26,0.11,0.12,0.04,0.06,
Opinium Online,Observer,,2017-01-31,2017-02-03,2005.0,0.37,0.3,0.08,0.14,0.05,0.05,
ICM Online,Guardian,,2017-02-03,2017-02-05,1984.0,0.42,0.27,0.1,0.12,0.04,0.05,
YouGov Online,Times,,2017-02-05,2017-02-06,1984.0,0.4,0.24,0.11,0.14,0.04,0.06,
ComRes Online,Ind on Sun/Sun Mirror,,2017-02-08,2017-02-10,1218.0,0.41,0.26,0.11,0.11,0.04,0.05,
YouGov Online,Times,,2017-02-12,2017-02-13,2052.0,0.4,0.24,0.11,0.15,0.04,0.06,
Ipsos MORI Phone,Evening Standard,,2017-02-10,2017-02-14,1014.0,0.4,0.29,0.13,0.09,0.04,0.05,
Opinium Online,Observer,,2017-02-14,2017-02-16,2004.0,0.4,0.27,0.08,0.14,0.04,0.05,
ICM Online,Guardian,,2017-02-17,2017-02-19,2028.0,0.44,0.26,0.08,0.13,0.04,0.04,
YouGov Online,Times,,2017-02-21,2017-02-22,2060.0,0.41,0.25,0.11,0.13,0.03,0.06,
YouGov Online,Times,,2017-02-27,2017-02-28,1666.0,0.42,0.25,0.11,0.12,0.04,0.06,
ICM Online,Guardian,,2017-03-03,2017-03-05,1787.0,0.44,0.28,0.08,0.11,0.05,0.04,
YouGov Online,Times,,2017-03-08,2017-03-09,1598.0,0.44,0.25,0.1,0.11,0.03,0.06,
Ipsos MORI Phone,Evening Standard,,2017-03-13,2017-03-14,1032.0,0.43,0.3,0.13,0.06,0.04,0.04,
YouGov Online,Times,,2017-03-10,2017-03-14,1631.0,0.44,0.27,0.1,0.09,0.04,0.05,
GfK Online,,,2017-03-01,2017-03-15,1938.0,0.41,0.28,0.07,0.12,0.06,0.05,
Opinium Online,Observer,,2017-03-15,2017-03-17,2007.0,0.41,0.28,0.08,0.13,0.03,0.06,
ComRes Online,Ind on Sun/Sun Mirror,,2017-03-14,2017-03-17,2026.0,0.42,0.25,0.12,0.1,0.04,0.05,
ICM Online,Guardian,,2017-03-17,2017-03-19,2012.0,0.45,0.26,0.09,0.1,0.04,0.04,
YouGov Online,Times,,2017-03-20,2017-03-21,1627.0,0.41,0.25,0.11,0.12,0.03,0.06,
YouGov Online,Times,,2017-03-26,2017-03-27,1957.0,0.43,0.25,0.11,0.1,0.03,0.06,
ICM Online,Guardian,,2017-03-31,2017-04-02,2005.0,0.43,0.25,0.11,0.11,0.04,0.05,
YouGov Online,Times,,2017-04-05,2017-04-06,1651.0,0.42,0.25,0.11,0.11,0.03,0.08,
YouGov Online,Times,,2017-04-12,2017-04-13,2069.0,0.44,0.23,0.12,0.1,0.04,0.06,
Opinium Online,Observer,,2017-04-11,2017-04-13,2002.0,0.38,0.29,0.07,0.14,0.05,0.05,
ComRes Online,Ind on Sun/Sun Mirror,,2017-04-11,2017-04-13,2026.0,0.46,0.25,0.11,0.09,0.04,0.04,
ICM Online,,,2017-04-14,2017-04-17,2052.0,0.44,0.26,0.12,0.11,0.04,0.04,
ICM Online,Guardian,,2017-04-18,2017-04-18,1000.0,0.46,0.25,0.11,0.08,0.04,0.04,
YouGov Online,Times,,,2017-04-19,,0.48,0.24,0.12,0.07,0.02,,
ORB Online,Telegraph,,2017-04-19,2017-04-20,1860.0,0.44,0.29,0.08,0.1,0.04,0.05,
Opinium Online,Observer,,2017-04-19,2017-04-20,2003.0,0.45,0.26,0.11,0.09,0.03,0.04,
ComRes Online,Sun Mirror,,2017-04-19,2017-04-20,2074.0,0.5,0.25,0.11,0.07,0.03,0.04,
ICM Online,Peston on Sunday,,2017-04-19,2017-04-21,2027.0,0.48,0.26,0.1,0.08,0.03,0.04,
YouGov Online,Times,,2017-04-20,2017-04-21,1590.0,0.48,0.25,0.12,0.05,0.03,0.06,
Survation Online,Mail on Sunday,,2017-04-21,2017-04-22,2072.0,0.4,0.29,0.11,0.11,0.02,0.04,
Norstat,,,2017-04-20,2017-04-23,1036.0,0.42,0.26,0.1,0.08,0.06,,
Panelbase Online,,,2017-04-20,2017-04-24,1026.0,0.49,0.27,0.1,0.05,0.03,0.05,
Kantar TNS Online,,,2017-04-20,2017-04-24,1196.0,0.46,0.24,0.11,0.08,0.04,0.05,
ICM Online,Guardian,,2017-04-21,2017-04-24,2024.0,0.48,0.27,0.1,0.07,0.03,0.04,
